Name,ID,State,Network,County,Elevation_ft,Latitude,Longitude,HUC
Peavine Ridge,"687	",Oregon,SNOTEL,Clackamas,3420,45.04148,-121.93252,"170900110306	"
Quartz Mountain,"706	",Oregon,SNOTEL,Lake,5720,42.31923,-120.82533,"180102020404	"
Railroad Overpass,"710	",Oregon,SNOTEL,Lane,2680,43.65887,-122.21272,"170900010302	"
Red Hill,"712	",Oregon,SNOTEL,Hood River,4410,45.4643,-121.70428,"170701050505	"
Roaring River,"719	",Oregon,SNOTEL,Lane,4950,43.90098,-122.03063,"170900040302	"
Rock Springs,"721	",Oregon,SNOTEL,Grant,5290,44.00883,-118.83842,"170501160204	"
Saddle Mountain,"726	",Oregon,SNOTEL,Washington,3110,45.54477,-123.37315,"170900100201	"
Salt Creek Falls,"729	",Oregon,SNOTEL,Lane,4220,43.61193,-122.11758,"170900010301	"
Santiam Jct.,"733	",Oregon,SNOTEL,Linn,3740,44.43503,-121.94502,"170900040201	"
Schneider Meadows,"736	",Oregon,SNOTEL,Baker,5400,45.00107,-117.16522,"170502010603	"
Seine Creek,"743	",Oregon,SNOTEL,Washington,2060,45.52688,-123.29857,"170900100203	"
Sevenmile Marsh,"745	",Oregon,SNOTEL,Klamath,5700,42.69825,-122.14165,"180102030104	"
Silver Creek,"756	",Oregon,SNOTEL,Lake,5740,42.95615,-121.18123,"171200050206	"
Silvies,"759	",Oregon,SNOTEL,Harney,6990,42.75333,-118.68785,"171200030201	"
Smith Ridge,"1167	",Oregon,SNOTEL,Linn,3270,44.30325,-122.04053,"170900040203	"
Snow Mountain,"767	",Oregon,SNOTEL,Harney,6230,43.94885,-119.54013,"171200020501	"
South Fork Bull Run,"925	",Oregon,SNOTEL,Clackamas,2690,45.44575,-122.03125,"170800010504	"
Starr Ridge,"789	",Oregon,SNOTEL,Grant,5250,44.26423,-119.02162,"171200020102	"
Strawberry,"794	",Oregon,SNOTEL,Lake,5770,42.12587,-120.8361,"180102040501	"
Summer Rim,"800	",Oregon,SNOTEL,Lake,7080,42.6957,-120.80158,"180102020103	"
Summit Lake,"801	",Oregon,SNOTEL,Klamath,5610,43.44907,-122.13808,"170703020203	"
Sun Pass,"1078	",Oregon,SNOTEL,Klamath,5400,42.78637,-121.97715,"180102010602	"
Swan Lake Mtn,"1077	",Oregon,SNOTEL,Klamath,6830,42.41323,-121.68002,"180102040802	"
Taylor Butte,"810	",Oregon,SNOTEL,Klamath,5030,42.69108,-121.42592,"180102020606	"
Taylor Green,"812	",Oregon,SNOTEL,Baker,5740,45.07707,-117.55067,"170601040502	"
Three Creeks Meadow,"815	",Oregon,SNOTEL,Deschutes,5690,44.14425,-121.64095,"170703010601	"
Tipton,"821	",Oregon,SNOTEL,Baker,5150,44.65567,-118.42617,"170502020101	"
Toketee Airstrip,"1044	",Oregon,SNOTEL,Douglas,3240,43.22718,-122.42537,"171003010404	"
Wolf Creek,"873	",Oregon,SNOTEL,Union,5630,45.06703,-118.15192,"170502030601	"
Blind Park,"354	",South Dakota,SNOTEL,Pennington,6890,44.10772,-103.97688,"101201100104	"
North Rapid Creek,"920	",South Dakota,SNOTEL,Lawrence,6130,44.20617,-103.78758,"101201100101	"
Agua Canyon,"907	",Utah,SNOTEL,Kane,8900,37.52217,-112.27118,"160300020301	"
Atwater,"1308	",Utah,SNOTEL,Salt Lake,8753,40.59124,-111.63775,"160202040202	"
Bear River RS,"992	",Utah,SNOTEL,Summit,8777,40.8852,-110.8277,"160101010106	"
Beaver Dams,"329	",Utah,SNOTEL,Sanpete,7990,39.13683,-111.55813,"160300040402	"
Beaver Divide,"330	",Utah,SNOTEL,Summit,8280,40.61233,-111.09782,"160202030105	"
Ben Lomond Peak,"332	",Utah,SNOTEL,Weber,7689,41.37603,-111.94405,"160201020302	"
Ben Lomond Trail,"333	",Utah,SNOTEL,Weber,5972,41.38291,-111.92103,"160201020302	"
Bevans Cabin,"1214	",Utah,SNOTEL,Tooele,6520,40.46182,-112.25233,"160203040401	"
Big Flat,"339	",Utah,SNOTEL,Beaver,10349,38.30183,-112.35672,"160300070202	"
Black Flat-U.M. Ck,"348	",Utah,SNOTEL,Sevier,9414,38.6799,-111.59765,"140700030101	"
Blacks Fork Jct,"1162	",Utah,SNOTEL,Summit,8869,40.95814,-110.5828,"140401070303	"
Bobs Hollow,"1278	",Utah,SNOTEL,Millard,9319,38.94569,-112.15349,"160300051401	"
Box Creek,"364	",Utah,SNOTEL,Sevier,9853,38.50809,-112.01856,"160300020106	"
Box Springs,"1156	",Utah,SNOTEL,Piute,9228,38.49746,-112.00779,"160300020107	"
Brian Head,"1154	",Utah,SNOTEL,Iron,10039,37.67994,-112.85674,"160300060201	"
Brighton,"366	",Utah,SNOTEL,Salt Lake,8766,40.59936,-111.58167,"160202040201	"
Brown Duck,"368	",Utah,SNOTEL,Duchesne,10574,40.58102,-110.58587,"140600030604	"
Buck Flat,"371	",Utah,SNOTEL,Sanpete,9409,39.134,-111.43722,"140600090302	"
Buck Pasture,"1192	",Utah,SNOTEL,Summit,9632,40.84456,-110.66068,"140401070301	"
Buckboard Flat,"1153	",Utah,SNOTEL,San Juan,8924,37.86943,-109.44717,"140802030103	"
Bug Lake,"374	",Utah,SNOTEL,Rich,7987,41.68541,-111.41987,"160102010102	"
Burts Miller Ranch,"1135	",Utah,SNOTEL,Summit,8000,40.98492,-110.85075,"160101010105	"
Camp Jackson,"383	",Utah,SNOTEL,San Juan,8858,37.81333,-109.48723,"140802010301	"
Cascade Mountain,"1039	",Utah,SNOTEL,Utah,7774,40.283,-111.60992,"160202030505	"
Castle Valley,"390	",Utah,SNOTEL,Iron,9607,37.66098,-112.74093,"160300010201	"
Chalk Creek #1,"392	",Utah,SNOTEL,Summit,9171,40.85464,-111.04765,"160201010301	"
Chalk Creek #2,"393	",Utah,SNOTEL,Summit,8208,40.88529,-111.06954,"160201010301	"
Chepeta,"396	",Utah,SNOTEL,Duchesne,10499,40.77458,-110.0105,"140600031202	"
Clayton Springs,"983	",Utah,SNOTEL,Garfield,10049,37.9725,-111.83355,"160300020501	"
Clear Creek #1,"399	",Utah,SNOTEL,Utah,8975,39.86671,-111.28363,"160202020102	"
Clear Creek #2,"400	",Utah,SNOTEL,Utah,7837,39.89275,-111.25154,"160202020102	"
Corral,"1236	",Utah,SNOTEL,Carbon,8207,39.65795,-110.37906,"140600070903	"
Currant Creek,"432	",Utah,SNOTEL,Wasatch,7915,40.35747,-111.08993,"140600040401	"
Daniels-Strawberry,"435	",Utah,SNOTEL,Wasatch,8008,40.2953,-111.25677,"140600040101	"
Dills Camp,"444	",Utah,SNOTEL,Sanpete,9228,39.04554,-111.46875,"140700020201	"
Donkey Reservoir,"452	",Utah,SNOTEL,Wayne,9799,38.2084,-111.47412,"140700030305	"
Dry Bread Pond,"455	",Utah,SNOTEL,Cache,8302,41.41289,-111.5377,"160102030101	"
Dry Fork,"906	",Utah,SNOTEL,Salt Lake,7093,40.56533,-112.17343,"160202040106	"
EF Blacks Fork GS,"1163	",Utah,SNOTEL,Summit,9360,40.88472,-110.54056,"140401070302	"
East Willow Creek,"461	",Utah,SNOTEL,Grand,8302,39.31213,-109.53179,"140600060205	"
Elk Ridge,"1323	",Utah,SNOTEL,San Juan,8530,37.82308,-109.77156,"140802010402	"
Farmington,"474	",Utah,SNOTEL,Davis,7902,40.97462,-111.80975,"160201020502	"
Farmington Lower,"1054	",Utah,SNOTEL,Davis,6779,40.992,-111.81702,"160201020502	"
Farnsworth Lake,"475	",Utah,SNOTEL,Sevier,9623,38.77246,-111.67662,"160300030405	"
Fish Lake Utah,"1149	",Utah,SNOTEL,Sevier,8798,38.50455,-111.76693,"140700030108	"
Five Points Lake,"481	",Utah,SNOTEL,Duchesne,10943,40.71785,-110.46721,"140600030701	"
GBRC HQ,"1221	",Utah,SNOTEL,Sanpete,8801,39.32019,-111.48827,"160300040307	"
GBRC Meadows,"1222	",Utah,SNOTEL,Sanpete,9858,39.30229,-111.45383,"160300040307	"
Garden City Summit,"1114	",Utah,SNOTEL,Cache,7705,41.9215,-111.4693,"160102010106	"
Gardner Peak,"1066	",Utah,SNOTEL,Washington,8322,37.40083,-113.45988,"150100080701	"
George Creek,"1151	",Utah,SNOTEL,Box Elder,8964,41.91562,-113.41154,"170402100401	"
Gold Basin,"1304	",Utah,SNOTEL,San Juan,10076,38.46516,-109.26332,"140300050401	"
Gooseberry RS,"495	",Utah,SNOTEL,Sevier,7944,38.80034,-111.68333,"160300030405	"
Gooseberry RS Up,"1184	",Utah,SNOTEL,Sevier,8396,38.7882,-111.68892,"160300030405	"
Gutz Peak,"1065	",Utah,SNOTEL,Washington,6763,37.49617,-113.94235,"150100100101	"
Hardscrabble,"896	",Utah,SNOTEL,Morgan,7250,40.86833,-111.71865,"160201020105	"
Harris Flat,"514	",Utah,SNOTEL,Kane,7792,37.48997,-112.57602,"160300010104	"
Hayden Fork,"517	",Utah,SNOTEL,Summit,9130,40.79669,-110.88472,"160101010101	"
Hewinta,"521	",Utah,SNOTEL,Summit,9500,40.95009,-110.48419,"140401070203	"
Hickerson Park,"522	",Utah,SNOTEL,Daggett,9122,40.90663,-109.96287,"140401060501	"
Hobble Creek,"1223	",Utah,SNOTEL,Utah,7377,40.18538,-111.35971,"160202020304	"
Hole-in-Rock,"528	",Utah,SNOTEL,Summit,9168,40.92167,-110.18623,"140401060205	"
Horse Ridge,"533	",Utah,SNOTEL,Morgan,8199,41.31372,-111.44624,"160201010601	"
Huntington Horse,"1216	",Utah,SNOTEL,Sanpete,9652,39.61774,-111.30576,"140600070201	"
Jones Corral,"1099	",Utah,SNOTEL,Garfield,9749,38.07125,-112.16788,"160300020507	"
Kilfoil Creek,"1145	",Utah,SNOTEL,Morgan,7220,41.24764,-111.41249,"160201010603	"
Kimberly Mine,"557	",Utah,SNOTEL,Piute,9101,38.48383,-112.39273,"160300030104	"
Kings Cabin,"559	",Utah,SNOTEL,Uintah,8728,40.71632,-109.54401,"140600100303	"
Klondike Narrows,"1115	",Utah,SNOTEL,Cache,7250,41.96769,-111.59713,"160102030302	"
Kolob,"561	",Utah,SNOTEL,Iron,9263,37.52664,-113.05386,"150100080102	"
Lakefork #1,"566	",Utah,SNOTEL,Duchesne,10128,40.59709,-110.43316,"140600030705	"
Lakefork #3,"1116	",Utah,SNOTEL,Duchesne,8464,40.5502,-110.3529,"140600030705	"
Lakefork Basin,"513	",Utah,SNOTEL,Duchesne,10885,40.73785,-110.62121,"140600030601	"
Lasal Mountain,"572	",Utah,SNOTEL,San Juan,9578,38.48226,-109.27198,"140300050404	"
Lasal Mountain-Lower,"1215	",Utah,SNOTEL,San Juan,8783,38.48167,-109.29164,"140300050404	"
Lightning Ridge,"1056	",Utah,SNOTEL,Weber,8215,41.35891,-111.48749,"160201020201	"
Lily Lake,"579	",Utah,SNOTEL,Summit,9133,40.86493,-110.79813,"160101010103	"
Little Bear,"582	",Utah,SNOTEL,Cache,6548,41.40562,-111.82607,"160102030103	"
Little Grassy,"583	",Utah,SNOTEL,Washington,6065,37.48631,-113.84582,"160300061302	"
Lonesome Beaver,"1261	",Utah,SNOTEL,Garfield,9410,38.07,-110.77241,"140700010301	"
Long Flat,"592	",Utah,SNOTEL,Washington,7982,37.51255,-113.39661,"160300061403	"
Long Valley Jct,"593	",Utah,SNOTEL,Kane,7465,37.48756,-112.51458,"150100080201	"
Lookout Peak,"596	",Utah,SNOTEL,Salt Lake,8161,40.83731,-111.70965,"160202040302	"
Lost Creek Resv,"1118	",Utah,SNOTEL,Morgan,6082,41.22155,-111.35947,"160201010603	"
Louis Meadow,"972	",Utah,SNOTEL,Salt Lake,6700,40.83033,-111.76457,"160202040304	"
Mammoth-Cottonwood,"612	",Utah,SNOTEL,Sanpete,8709,39.68338,-111.31818,"160300040203	"
Merchant Valley,"621	",Utah,SNOTEL,Beaver,8705,38.30285,-112.43637,"160300070201	"
Midway Valley,"626	",Utah,SNOTEL,Iron,9827,37.56933,-112.83849,"160300010101	"
Mill Creek Canyon,"1321	",Utah,SNOTEL,Salt Lake,6960,40.69656,-111.67712,"160202040301	"
Mill-D North,"628	",Utah,SNOTEL,Salt Lake,8963,40.65883,-111.63683,"160202040201	"
Mining Fork,"631	",Utah,SNOTEL,Tooele,8295,40.49384,-112.61141,"160203040503	"
Monte Cristo,"634	",Utah,SNOTEL,Cache,8932,41.46547,-111.49688,"160102030201	"
Mosby Mtn.,"643	",Utah,SNOTEL,Uintah,9553,40.60798,-109.8881,"140600100702	"
Mt Baldy,"1224	",Utah,SNOTEL,Sanpete,9524,39.13648,-111.50527,"160300040402	"
Mt Pennell,"1269	",Utah,SNOTEL,Garfield,9209,37.97793,-110.7933,"140700010502	"
Oak Creek,"1146	",Utah,SNOTEL,Millard,7850,39.3485,-112.192,"160300051503	"
Panguitch Lake RS,"1148	",Utah,SNOTEL,Garfield,8350,37.70463,-112.65037,"160300010402	"
Parleys Summit,"684	",Utah,SNOTEL,Summit,7585,40.76184,-111.62917,"160201020103	"
Parleys Upper,"856	",Utah,SNOTEL,Salt Lake,8353,40.70194,-111.60619,"160202040302	"
Parrish Creek,"971	",Utah,SNOTEL,Davis,7740,40.93417,-111.81372,"160201020501	"
Payson R.S.,"686	",Utah,SNOTEL,Utah,8044,39.92976,-111.63109,"160202020601	"
Pickle Keg,"691	",Utah,SNOTEL,Sevier,9020,39.01219,-111.58259,"160300030402	"
Pine Creek,"694	",Utah,SNOTEL,Millard,8734,38.88185,-112.24915,"160300051307	"
Powder Mountain,"1300	",Utah,SNOTEL,Cache,8505,41.37428,-111.76673,"160102030102	"
Red Pine Ridge,"714	",Utah,SNOTEL,Emery,8988,39.45197,-111.27221,"140600090202	"
Redden Mine Lwr,"1225	",Utah,SNOTEL,Summit,8532,40.67505,-111.21765,"160201010103	"
Rees Flat,"1217	",Utah,SNOTEL,Juab,7206,39.49667,-111.72508,"160300050202	"
Rock Creek,"720	",Utah,SNOTEL,Duchesne,7886,40.54875,-110.69292,"140600030304	"
Rockwood GS,"1309	",Utah,SNOTEL,Sevier,8593,38.67101,-112.3305,"160300030105	"
Rocky Basin-Settleme,"723	",Utah,SNOTEL,Tooele,8704,40.44293,-112.22377,"160203040401	"
Santaquin Meadows,"1280	",Utah,SNOTEL,Utah,7835,39.92076,-111.71802,"160202010301	"
Seeley Creek,"742	",Utah,SNOTEL,Sanpete,9904,39.31042,-111.43297,"140600090203	"
Smith  Morehouse,"763	",Utah,SNOTEL,Summit,7631,40.78931,-111.09192,"160201010203	"
Snowbird,"766	",Utah,SNOTEL,Salt Lake,9177,40.56914,-111.65852,"160202040202	"
Spirit Lk,"1117	",Utah,SNOTEL,Daggett,10235,40.83868,-110.00527,"140401060501	"
Steel Creek Park,"790	",Utah,SNOTEL,Summit,10158,40.90862,-110.50462,"140401070203	"
Strawberry Divide,"795	",Utah,SNOTEL,Wasatch,8123,40.16483,-111.20665,"140600040103	"
Sunflower Flat,"1249	",Utah,SNOTEL,Garfield,10018,38.048,-111.33981,"140700030406	"
Suu Ranch,"1248	",Utah,SNOTEL,Iron,8050,37.59711,-112.92949,"160300060306	"
Takka Wiiya,"1247	",Utah,SNOTEL,Juab,9122,39.74104,-113.98262,"160203060804	"
Temple Fork,"1013	",Utah,SNOTEL,Cache,7406,41.793,-111.54605,"160102030303	"
Thaynes Canyon,"814	",Utah,SNOTEL,Summit,9230,40.6235,-111.53322,"160201020101	"
Thistle Flat,"1226	",Utah,SNOTEL,Sanpete,8787,39.23803,-111.51998,"160300040501	"
Timberline,"1097	",Utah,SNOTEL,Carbon,8736,39.67712,-110.43395,"140600070903	"
Timpanogos Divide,"820	",Utah,SNOTEL,Utah,8140,40.42817,-111.61633,"160202010802	"
Tony Grove Lake,"823	",Utah,SNOTEL,Cache,8474,41.89833,-111.62957,"160102030304	"
Tony Grove RS,"1113	",Utah,SNOTEL,Cache,6332,41.88573,-111.56918,"160102030304	"
Trial Lake,"828	",Utah,SNOTEL,Summit,9992,40.678,-110.94873,"160202030102	"
Trout Creek,"833	",Utah,SNOTEL,Uintah,9518,40.739,-109.6728,"140600100802	"
Upper Joes Valley,"1227	",Utah,SNOTEL,Emery,8596,39.4155,-111.2491,"140600090201	"
Usu Doc Daniel,"1098	",Utah,SNOTEL,Rich,8270,41.86425,-111.50603,"160102010103	"
Vernon Creek,"844	",Utah,SNOTEL,Tooele,7401,39.93667,-112.41478,"160203040102	"
Webster Flat,"853	",Utah,SNOTEL,Iron,9203,37.575,-112.90155,"150100080101	"
White River #1,"864	",Utah,SNOTEL,Wasatch,8641,39.9645,-110.98845,"140600070102	"
Widtsoe #3,"865	",Utah,SNOTEL,Garfield,9640,37.83633,-111.88163,"160300020403	"
Wilbur Bench,"543	",Utah,SNOTEL,Duchesne,9171,39.89166,-110.74604,"140600040701	"
Wolf Creek Peak,"1164	",Utah,SNOTEL,Wasatch,9796,40.47733,-111.04469,"160202030104	"
Wrigley Creek,"1228	",Utah,SNOTEL,Sanpete,9327,39.13233,-111.35685,"140600090303	"
Yankee Reservoir,"1197	",Utah,SNOTEL,Iron,8692,37.74797,-112.77495,"160300060202	"
Alpine Meadows,"908	",Washington,SNOTEL,King,3500,47.77957,-121.69847,"171100100501	"
Beaver Pass,"990	",Washington,SNOTEL,Whatcom,3630,48.8793,-121.2555,"171100050605	"
Blewett Pass,"352	",Washington,SNOTEL,Chelan,4240,47.35037,-120.6796,"170200110501	"
Brown Top,"1080	",Washington,SNOTEL,Whatcom,5830,48.92755,-121.19713,"171100050601	"
Buckinghorse,"1107	",Washington,SNOTEL,Jefferson,4870,47.7086,-123.45747,"171100200501	"
Bumping Ridge,"375	",Washington,SNOTEL,Yakima,4610,46.81003,-121.33058,"170300020105	"
Bunchgrass Mdw,"376	",Washington,SNOTEL,Pend Oreille,5000,48.68688,-117.17633,"170102160401	"
Burnt Mountain,"942	",Washington,SNOTEL,Pierce,4170,47.0444,-121.94032,"171100140103	"
Calamity,"1109	",Washington,SNOTEL,Skamania,2500,45.90362,-122.21633,"170800020603	"
Cayuse Pass,"1085	",Washington,SNOTEL,Pierce,5240,46.86954,-121.5343,"171100140301	"
Corral Pass,"418	",Washington,SNOTEL,Pierce,5800,47.01872,-121.46464,"171100140307	"
Cougar Mountain,"420	",Washington,SNOTEL,King,3200,47.27666,-121.67138,"171100130202	"
Decline Creek,"1319	",Washington,SNOTEL,Snohomish,4480,48.23594,-121.455,"171100060403	"
Dungeness,"943	",Washington,SNOTEL,Clallam,4010,47.87224,-123.0788,"171100200301	"
Easy Pass,"998	",Washington,SNOTEL,Whatcom,5270,48.85933,-121.43895,"171100010101	"
Elbow Lake,"910	",Washington,SNOTEL,Whatcom,3040,48.69092,-121.90893,"171100040401	"
Fish Lake,"478	",Washington,SNOTEL,Kittitas,3430,47.53565,-121.08553,"170300010102	"
Gold Axe Camp,"1159	",Washington,SNOTEL,Okanogan,5360,48.9516,-118.9864,"170200021204	"
Gold Mountain,"1256	",Washington,SNOTEL,Ferry,4390,48.18934,-118.4559,"170200011703	"
Green Lake,"502	",Washington,SNOTEL,Yakima,5920,46.54741,-121.17093,"170300030101	"
Grouse Camp,"507	",Washington,SNOTEL,Kittitas,5390,47.28107,-120.48771,"170300010401	"
Harts Pass,"515	",Washington,SNOTEL,Okanogan,6490,48.72047,-120.6586,"171100050501	"
Huckleberry Creek,"928	",Washington,SNOTEL,Pierce,2250,47.06565,-121.58778,"171100140307	"
Indian Rock,"1129	",Washington,SNOTEL,Klickitat,5360,45.99077,-120.80767,"170701060301	"
June Lake,"553	",Washington,SNOTEL,Skamania,3440,46.14778,-122.15413,"170800020304	"
Lone Pine,"591	",Washington,SNOTEL,Skamania,3930,46.27143,-121.96288,"170800020203	"
Lost Horse,"599	",Washington,SNOTEL,Yakima,5120,46.3575,-121.08095,"170300030302	"
Lyman Lake,"606	",Washington,SNOTEL,Chelan,5980,48.19798,-120.91678,"170200090203	"
Lynn Lake,"1069	",Washington,SNOTEL,King,3900,47.20172,-121.77972,"171100130203	"
MF Nooksack,"1011	",Washington,SNOTEL,Whatcom,4970,48.82453,-121.92951,"171100040303	"
Marten Ridge,"999	",Washington,SNOTEL,Whatcom,3520,48.76292,-121.69823,"171100051004	"
Meadows Pass,"897	",Washington,SNOTEL,King,3230,47.28312,-121.47197,"171100120101	"
Morse Lake,"642	",Washington,SNOTEL,Yakima,5410,46.90585,-121.4827,"170300020106	"
Moses Mtn,"644	",Washington,SNOTEL,Okanogan,5010,48.36166,-119.08158,"170200061903	"
Mount Crag,"648	",Washington,SNOTEL,Jefferson,3960,47.7637,-123.026,"171100180601	"
Mount Gardner,"898	",Washington,SNOTEL,King,2920,47.35768,-121.56812,"171100120103	"
Mowich,"941	",Washington,SNOTEL,Pierce,3160,46.92833,-121.95232,"171100140105	"
Mt. Tebo,"1126	",Washington,SNOTEL,Mason,3384,47.46061,-123.41219,"171100170101	"
Muckamuck,"1259	",Washington,SNOTEL,Okanogan,4470,48.58526,-119.86624,"170200062001	"
Olallie Meadows,"672	",Washington,SNOTEL,King,4030,47.37406,-121.44213,"171100100301	"
Paradise,"679	",Washington,SNOTEL,Pierce,5130,46.78265,-121.74765,"171100150104	"
Park Creek Ridge,"681	",Washington,SNOTEL,Chelan,4600,48.44488,-120.91551,"170200090106	"
Pepper Creek,"1104	",Washington,SNOTEL,Skamania,2140,46.10242,-121.95555,"170800020111	"
Pigtail Peak,"692	",Washington,SNOTEL,Yakima,5800,46.62153,-121.38643,"170300020301	"
Pinto Rock,"1263	",Washington,SNOTEL,Skamania,4440,46.32318,-121.94219,"170800040405	"
Pope Ridge,"699	",Washington,SNOTEL,Chelan,3590,47.9909,-120.56622,"170200100204	"
Potato Hill,"702	",Washington,SNOTEL,Yakima,4510,46.34963,-121.51435,"170800040303	"
Quartz Peak,"707	",Washington,SNOTEL,Spokane,4700,47.87927,-117.08938,"170103080302	"
Rainy Pass,"711	",Washington,SNOTEL,Chelan,4890,48.51865,-120.7358,"171100050503	"
Rex River,"911	",Washington,SNOTEL,King,3810,47.30218,-121.60475,"171100120102	"
Salmon Meadows,"728	",Washington,SNOTEL,Okanogan,4460,48.65518,-119.8383,"170200062003	"
Sasse Ridge,"734	",Washington,SNOTEL,Kittitas,4340,47.38485,-121.06323,"170300010104	"
Satus Pass,"1231	",Washington,SNOTEL,Klickitat,3960,45.98797,-120.67734,"170701060301	"
Sawmill Ridge,"1068	",Washington,SNOTEL,King,4640,47.15992,-121.42172,"171100130104	"
Sentinel Butte,"1043	",Washington,SNOTEL,Ferry,4680,48.86133,-118.39843,"170200021705	"
Sheep Canyon,"748	",Washington,SNOTEL,Cowlitz,3990,46.19325,-122.25393,"170800050601	"
Skate Creek,"1257	",Washington,SNOTEL,Lewis,3770,46.64336,-121.83044,"170800040505	"
Skookum Creek,"912	",Washington,SNOTEL,King,3310,47.68433,-121.61007,"171100100503	"
Sourdough Gulch,"985	",Washington,SNOTEL,Asotin,4000,46.23718,-117.39438,"170601030202	"
Spencer Meadow,"776	",Washington,SNOTEL,Skamania,3400,46.1795,-121.92661,"170800020108	"
Spirit Lake,"777	",Washington,SNOTEL,Skamania,3520,46.26113,-122.1772,"170800050502	"
Spruce Springs,"984	",Washington,SNOTEL,Garfield,5700,46.18287,-117.54155,"170601030201	"
Stampede Pass,"788	",Washington,SNOTEL,King,3850,47.27427,-121.34162,"171100130103	"
Stevens Pass,"791	",Washington,SNOTEL,King,3950,47.74607,-121.09288,"171100090102	"
Surprise Lakes,"804	",Washington,SNOTEL,Skamania,4290,46.09497,-121.76345,"170800020107	"
Swamp Creek,"975	",Washington,SNOTEL,Skagit,3930,48.57142,-120.78267,"171100050503	"
Swift Creek,"1012	",Washington,SNOTEL,Skamania,4440,46.1638,-122.18402,"170800020304	"
Thunder Basin,"817	",Washington,SNOTEL,Skagit,4320,48.52753,-120.9895,"171100050702	"
Tinkham Creek,"899	",Washington,SNOTEL,King,2990,47.33198,-121.46975,"171100120101	"
Touchet,"824	",Washington,SNOTEL,Columbia,5530,46.11868,-117.8505,"170701020303	"
Trinity,"1171	",Washington,SNOTEL,Chelan,2930,48.0747,-120.8493,"170200110302	"
Trough,"832	",Washington,SNOTEL,Kittitas,5480,47.23328,-120.29412,"170200100402	"
Upper Wheeler,"841	",Washington,SNOTEL,Chelan,4330,47.28734,-120.37015,"170200100310	"
Waterhole,"974	",Washington,SNOTEL,Clallam,5010,47.94485,-123.42594,"171100200506	"
Wells Creek,"909	",Washington,SNOTEL,Whatcom,4030,48.8661,-121.78976,"171100040103	"
White Pass E.S.,"863	",Washington,SNOTEL,Yakima,4440,46.64142,-121.38153,"170300020301	"
Bald Mtn.,"309	",Wyoming,SNOTEL,Big Horn,9380,44.80061,-107.84428,"100800100501	"
Base Camp,"314	",Wyoming,SNOTEL,Teton,7060,43.94019,-110.44544,"170401010304	"
Battle Mountain,"317	",Wyoming,SNOTEL,Carbon,7498,41.05402,-107.26674,"140500030109	"
Bear Trap Meadow,"325	",Wyoming,SNOTEL,Johnson,8200,43.88743,-107.06135,"100902010205	"
Beartooth Lake,"326	",Wyoming,SNOTEL,Park,9360,44.94307,-109.56743,"100700060206	"
Big Goose,"931	",Wyoming,SNOTEL,Sheridan,7990,44.57922,-107.20068,"100901010103	"
Big Sandy Opening,"342	",Wyoming,SNOTEL,Sublette,9080,42.6458,-109.25965,"140401040101	"
Blackhall Mtn,"1119	",Wyoming,SNOTEL,Carbon,9839,41.05623,-106.714,"101800020504	"
Blackwater,"350	",Wyoming,SNOTEL,Park,9780,44.37667,-109.79333,"100800120209	"
Blind Bull Sum,"353	",Wyoming,SNOTEL,Sublette,8650,42.964,-110.60973,"140401010402	"
Bone Springs Div,"358	",Wyoming,SNOTEL,Sheridan,9350,44.67881,-107.5811,"100800100102	"
Brooklyn Lake,"367	",Wyoming,SNOTEL,Albany,10250,41.36038,-106.23038,"101800100502	"
Burgess Junction,"377	",Wyoming,SNOTEL,Sheridan,7880,44.78765,-107.52917,"100901010202	"
Burroughs Creek,"379	",Wyoming,SNOTEL,Fremont,8750,43.69733,-109.67021,"100800010102	"
Canyon,"384	",Wyoming,SNOTEL,Park,7870,44.71961,-110.51084,"100700010705	"
Casper Mtn.,"389	",Wyoming,SNOTEL,Natrona,7920,42.73362,-106.31789,"101800070804	"
Castle Creek,"1130	",Wyoming,SNOTEL,Fremont,8400,43.6748,-109.3774,"100800010401	"
Cinnabar Park,"1046	",Wyoming,SNOTEL,Albany,9707,41.23843,-106.23101,"101800100503	"
Cloud Peak Reservoir,"402	",Wyoming,SNOTEL,Johnson,9860,44.40328,-107.06074,"100902060301	"
Cold Springs,"405	",Wyoming,SNOTEL,Fremont,9630,43.27676,-109.44585,"100800010702	"
Cole Canyon,"982	",Wyoming,SNOTEL,Crook,5910,44.48632,-104.41057,"101202030302	"
Cottonwood Creek,"419	",Wyoming,SNOTEL,Lincoln,7670,42.6459,-110.81482,"170401050102	"
Crow Creek,"1045	",Wyoming,SNOTEL,Albany,8335,41.22824,-105.38571,"101900090104	"
Deer Park,"923	",Wyoming,SNOTEL,Fremont,9700,42.59076,-108.90273,"100800030101	"
Divide Peak,"449	",Wyoming,SNOTEL,Carbon,8730,41.30399,-107.15255,"140500030203	"
Dome Lake,"451	",Wyoming,SNOTEL,Sheridan,8880,44.57462,-107.29537,"100901010102	"
East Rim Divide,"460	",Wyoming,SNOTEL,Sublette,7930,43.13097,-110.2023,"170401030203	"
Elkhart Park G.S.,"468	",Wyoming,SNOTEL,Sublette,9400,43.00657,-109.75893,"140401020103	"
Evening Star,"472	",Wyoming,SNOTEL,Park,9200,44.65258,-109.78422,"100700060301	"
Grand Targhee,"1082	",Wyoming,SNOTEL,Teton,9260,43.77933,-110.92783,"170402040202	"
